-0.220374,-1.512922,0.509881,-0.274576,0.591061,-0.603699,-0.839525,1.631662,1.398428,-0.659442,0.648817,-0.240867,1.667956,-0.233031,-0.608519,0.576871,-0.040557,-0.252760,0.991250,-0.488452,1.399764,-1.735901,-1.066021,-0.549879,0.510246,0.336964,-1.495739,-0.126178,0.646921,-0.972303,-0.411351,1.027411,-0.362158,0.466293,0.726282,-1.337946,-1.152530,-0.783646,-0.800684,1.606773,-0.538239,-1.416608,0.198083,-0.453396,0.254874,2.391393,-0.864790,-0.819948,0.211247,-1.007723,0.345919,0.142001,2.177657,0.060508,0.141205,-1.625977,0.645706,1.134582,-0.131148,-0.075407,-0.965088,1.016277,0.598538,0.875463,-0.505293,0.730330,0.654244,-0.829209,0.949785,-0.000584,-0.772186,0.005048,-0.498503,-0.173384,-0.053913,0.324593,0.388881,1.196904,-0.711773,-0.523458,-0.094672,-0.240830,0.392175,-0.417814,-0.225022,-1.911990,0.021680,-1.613637,-0.078504,-1.115623,0.135651,-0.540850,0.272331,0.592967,0.654321,2.360611,-0.154431,0.766810,0.620400,-0.943527
-0.332405,0.336558,-2.081826,-0.716169,-0.673682,1.709813,1.301673,2.068604,-0.798008,-1.571875,-0.133699,0.678739,1.109880,-0.236788,-0.978464,1.868128,0.563118,-0.695044,0.384183,1.182130,0.799752,-2.500233,0.737605,-2.153360,0.217491,0.539746,0.353346,-0.686182,-0.517601,-0.414165,1.314387,0.175819,0.924748,-0.015294,-1.150692,0.236195,0.404851,0.991928,0.417469,-1.470631,0.928535,0.184786,1.060407,0.400319,-0.957979,-0.206479,0.505920,1.802201,-0.004337,0.237284,-0.671927,-0.536283,0.247906,-0.210837,0.329734,0.212883,-0.833150,-0.027992,-0.985801,0.685370,0.320689,-0.624239,-0.414944,2.578385,0.820096,1.004238,-1.268317,0.026056,1.052374,0.208142,0.435966,-0.209216,0.398112,0.340823,-0.442486,0.908255,-1.808229,-0.659796,1.061433,-0.434124,-0.287557,1.452397,-0.126160,0.021497,-0.390893,-1.421398,-1.951589,0.600327,-0.304661,-0.845032,-0.941522,-1.492574,0.656671,-0.183447,2.158152,-1.290260,-0.853629,-0.726484,0.936916,0.181054
-0.366587,-1.295021,-1.104991,-0.495074,1.057048,-0.065078,0.654403,-0.384563,-1.351502,-2.604477,-1.395251,-0.174664,0.869520,0.134414,-0.616492,0.010148,0.479069,0.190003,-0.920058,-0.090331,-0.095168,-0.793447,-0.784006,-0.691273,-0.414337,-1.036722,0.526729,-1.596056,-0.605993,-0.853992,0.266197,-1.179677,1.158809,0.167869,-0.956015,0.766367,1.180198,-1.152923,-0.594019,0.575217,0.060402,-0.205401,0.135946,1.766105,-1.313638,-0.231823,1.680079,-0.589076,-0.188741,1.689642,-0.199266,2.526063,0.050250,-0.292894,-0.021757,0.409144,-0.219080,-0.934587,-0.620327,0.066614,1.249572,-0.174986,0.031619,-1.917545,-0.770846,0.004766,-0.403785,0.500965,-1.137117,-0.503764,-0.154589,-1.171419,1.338677,-0.899009,-1.007965,-0.506544,-0.214244,0.644115,0.493884,0.400309,0.190071,-0.587552,0.549075,0.333044,-1.175122,0.788301,1.523714,-0.728137,0.576267,2.073362,-0.023509,0.831434,-1.041112,1.760070,0.543977,-0.477701,1.078067,0.223935,1.337858,1.017345
0.168642,-1.790897,1.957062,1.144139,0.111894,1.154662,-0.250322,1.390811,1.998422,-0.455522,-0.266095,0.791669,0.971910,0.140151,-0.006176,-0.173806,-0.618869,-1.138248,2.761448,-0.286259,0.586062,-1.206907,0.047396,-1.176731,-1.859367,1.548071,0.539176,-0.510973,-2.151567,1.649009,0.068507,0.221287,1.054022,-1.201008,0.239571,0.517669,-1.152701,1.339091,-0.098816,0.608868,-0.498589,0.381176,0.729872,-0.783754,-1.348981,1.347927,-0.774143,0.531855,-0.247342,0.850495,1.623403,-0.969194,0.812255,0.092365,-0.643672,-0.605714,1.015212,-1.457915,-0.904022,0.649315,-1.244140,-2.146374,0.194863,-0.540179,1.061579,-0.356435,-0.819808,-0.103378,0.965335,-0.359409,0.007708,0.933499,-1.920129,0.514990,1.775702,-0.648191,-0.546379,-2.467375,1.247362,-1.228248,-0.474999,-1.487277,-0.484251,1.094582,-2.195042,-0.679083,-1.188603,0.549064,0.570127,0.629951,0.249377,0.248397,-1.598597,-1.336947,-0.115973,0.619509,-0.410339,-0.244304,0.329762,-0.556226
0.426735,-0.601977,-0.067622,-0.127584,0.171659,-0.947513,1.021515,-1.390877,0.179828,-0.094297,0.359403,-0.211069,-1.010394,-1.430335,0.622013,0.820242,0.313760,0.346646,0.542087,0.344965,0.126144,2.108222,0.168591,-0.615748,-0.081470,-0.485357,-0.954525,0.395693,-0.570717,0.529153,0.036186,0.300883,-0.841671,-0.157432,0.975228,1.219212,-0.576689,-0.077945,-0.914063,1.394875,0.476728,-0.329440,1.572182,0.554335,-0.610592,1.106035,-0.616982,-1.417645,0.064214,1.292802,-0.298435,0.128507,-0.564278,0.963770,-1.034517,0.357199,2.216276,-0.357130,-0.386343,0.980479,-0.183484,-0.324708,0.279747,0.777116,-1.908093,-1.490423,0.574488,1.986036,1.230134,0.282831,-0.484327,0.370340,-0.348383,-0.938480,-0.404156,-0.722048,2.058286,-0.585138,-0.627114,-0.138227,0.971837,1.036047,-0.671995,-0.838874,-1.116796,-1.300401,-1.120262,-0.051938,-0.503162,-0.506051,-1.264936,-0.116543,-0.447987,0.052060,-1.642294,0.440563,-0.106834,0.953532,1.253467,0.439647
0.256509,0.864466,1.244789,1.428611,-1.252432,0.130948,-0.196081,-1.222931,-1.264655,-0.161631,-2.171548,0.540527,-1.647247,0.174497,1.549300,0.302534,1.338793,0.172958,0.058200,0.174706,-0.919912,-0.618439,-0.666145,-0.290713,-1.105575,-1.550977,1.641048,-0.283098,0.430518,0.338392,-0.771108,-0.628387,0.659672,1.711788,0.532439,1.393369,0.091864,0.277565,-0.738396,-0.635343,1.327155,1.020993,-1.114775,-0.264688,-0.119643,-0.218489,0.851329,1.315038,-0.821082,0.151174,-0.675624,-1.978832,0.430722,0.935075,0.617170,0.643877,0.372456,-0.652680,-0.677698,-0.396608,2.060586,-0.010143,-1.528224,-0.112726,0.868421,0.497660,0.666697,-0.788603,-0.087158,0.481408,-1.547959,-1.257244,-0.614027,0.975363,-1.074856,-0.020784,0.577059,0.946958,1.002761,0.749058,-0.984074,-0.657160,0.868450,0.271005,-0.265309,-0.044433,-1.396896,0.941722,0.336427,1.445415,-0.943718,-0.936528,0.642560,-0.299690,0.562238,-0.540133,-0.173441,1.226406,0.217288,-0.680799
-0.553512,-1.112021,-0.700054,-0.758169,-0.871507,0.877396,-0.550870,1.235745,-0.341090,-1.047788,-0.737313,-0.013284,-0.347482,-0.330503,-2.048798,-1.382730,0.039628,0.840528,1.556849,-0.922793,0.625736,-1.219899,1.312406,1.693469,-1.208051,-0.745335,1.151326,-0.222173,0.851772,-0.056421,0.695253,0.314041,0.530859,0.767348,1.269011,0.078064,0.546832,-1.450313,-0.784764,-0.400241,0.336948,-0.461713,-1.201715,0.465142,1.459632,-0.690021,-0.568636,-0.608725,0.351117,0.917310,-1.499780,-0.351067,0.368249,0.502278,-0.548448,0.082008,-1.433452,0.366056,-0.190870,0.838675,-0.428720,1.442329,-0.298484,0.171251,-0.328535,-0.663440,0.522507,1.510827,-0.740145,-1.160720,-0.757499,-0.139824,-0.783599,0.593807,-1.660628,1.222602,0.077747,0.204949,0.679474,-0.496955,-0.368214,-1.038601,0.057001,0.613688,1.030466,-0.118870,0.918461,1.644902,0.445888,-1.316158,-0.246876,0.270764,0.857932,0.508643,-0.152240,1.526422,0.283099,0.077267,0.045544,0.351065
0.701174,0.346981,-0.545044,0.851074,-0.705807,0.992448,0.029689,-0.178024,0.886714,-0.057584,-0.945752,-0.311701,-0.698973,-0.885303,0.316097,-1.077279,0.748834,-0.391720,-1.140329,0.324778,-2.618001,0.357161,0.084092,-0.218332,0.968379,0.787746,-0.655890,-0.466168,-0.971281,-1.129825,-0.629785,-1.945012,0.370382,-1.506086,-0.170796,1.492872,0.067445,0.336265,-1.695254,0.846148,0.019140,0.082301,-1.482804,-0.503852,-0.914814,-1.233828,-1.686861,-0.280300,0.222396,1.314516,1.455110,-0.243295,-2.039140,1.383342,0.463253,0.298591,1.787193,0.216873,0.674104,-1.041108,0.690360,-0.675671,1.162048,-0.032853,-0.886757,-0.734969,1.850850,-1.112569,0.834909,-0.883397,1.865459,0.229937,-0.002312,1.599825,-0.086389,-1.002611,0.483717,-0.544570,1.738311,0.009001,-0.929805,1.760164,0.773192,0.852089,0.483665,-0.513190,2.048788,0.556032,-0.640187,0.054122,0.658007,0.144751,-0.090728,0.028103,0.506640,-0.506050,1.431364,-0.016670,-0.044602,0.063952
-0.760105,0.059268,-1.561662,-1.101840,1.718296,0.661321,2.688546,-0.208244,0.748418,-0.357237,-0.781906,0.413761,1.219661,0.035690,-0.087525,-0.687980,-0.151638,-0.205007,1.220820,0.782028,-1.329516,-0.593602,-0.187008,-1.643168,-0.211519,-1.325832,0.962703,-0.846814,-0.092002,0.436485,-0.721485,-0.156992,-1.269878,0.355027,0.957912,0.682548,0.178357,-1.111217,0.360093,-1.317657,-3.178035,1.195072,-0.831682,0.316381,-1.362447,0.630932,-0.284120,0.923885,-0.212209,1.393851,-0.019297,2.334814,-0.352603,-0.810631,0.719702,-0.174547,1.441217,0.268012,-2.053091,0.712841,-1.679866,-2.520484,0.707718,-0.284026,0.987304,-2.018299,-0.584295,0.113062,-0.279797,1.656484,0.395618,-1.216758,0.495955,-0.688082,0.070790,-0.076310,-2.505002,0.255387,-0.193554,-0.702226,-0.590467,-1.362203,-1.496453,-0.098094,-1.474163,-0.968226,-0.087974,-1.011177,1.029916,1.326198,0.036609,0.686310,-1.085340,1.092228,-1.225124,-0.220907,-1.203409,0.604826,-1.893896,0.753460
-0.736942,-0.640688,-1.700129,2.506279,0.480263,-1.168068,-1.636814,0.326053,1.097940,0.224406,0.748133,-2.117880,-1.154439,0.646959,-0.689921,2.160450,0.023948,2.046013,0.586449,-1.416547,1.287309,-0.941732,0.332723,0.217808,-0.115617,-1.359681,0.954013,-1.371864,-0.598511,0.248180,-0.754073,0.232419,-0.151758,0.872263,0.771048,0.808419,-1.509364,-0.845839,1.126945,-2.316117,-0.534816,-0.180684,-0.144751,-0.653832,-0.215734,-2.475105,-0.070058,-0.643061,1.021231,-0.239120,-0.779758,-1.374955,0.358109,1.391173,-0.708144,1.550944,-1.402757,-0.245869,1.161380,1.192423,-0.464134,-0.403562,-0.256566,0.645349,-0.610547,1.193969,0.026976,0.714054,0.317924,1.594193,0.412611,-0.392346,0.533283,-1.084101,0.610651,0.933620,-1.077650,-0.201037,-0.358960,0.975287,-0.137249,-1.485922,1.179069,1.092817,0.211723,-0.404313,-0.415148,-1.966258,-0.002348,0.056087,2.254011,-0.440998,0.508796,0.782234,0.429344,0.838046,0.944414,-2.311475,-1.450686,-0.948499
